Comment,Target
fir inke muh pr lawda fek kr marenge,1
Tu bhi bas idr hi comment krne k layak hai Vaise documents mile,0
kahan milna hai bete,0
Hindu khatre mein hai Kunal kamra,1
ye ek YouTube channel Hain Iska Naya video main kafi Sare anti nationals ko expose Kiya Hain but YouTube na us video ko delete Kar dia,0
suar se vi taz barte Hain Bhai ye actually Dono Bhai Bhai Hain islia to suar marna haram Hain inko,1
le national population register bill be like beta ji mujhe bhul gaye,0
Saare non muslims refugees ko waha waha bhejo jaha inhone demographic changes kiye hain Hisaab barabar hona chahiye,0
Bhai bhai Bhai Bhai,0
are behen behen behen,0
nazar na lage tuzhe,0
Mota bhai toh g hi faad diye,1
kaunsi string,0
Ab to kagaz dikhana padenga,0
Abb Kahan BIRYANI AUR LANGAR lagega bhai,0
dutta I have ONE question To vote you need to have a voter ID And only citizens can vote right Ye Bangladesh ke mehmaano ko voter ID kaun de raha hai,0
NRC dhang se kiya nahi CAA kar lenge omk,0
Abhi Maja ayega na bhidu Bengal mein to PAKISTANI OR BANGLADESHI BHARE PARE HAIN,0
LETS FUCKING GOOOOOOO,1
ye protest kaahe khatm nahi hote be,0
shruti hum log apni bhaichara nibhate hue phir se faad denge,1
Chalo abhi koi ye to nahi sakta hai ki pehele se bataya hi nahi to hum kya karen,0
chlo aao protest krte h,0
Chaliye Kagaz nahi dikhayege ka ramdi rona shuru karte hain,1
Koi rok ke toh dikhaye Hum sath hai aapke joshi,0
Bhai string ki video dal de apne page mai please,0
Kagaz dundhoo,0
NRC is required,0
Ab majja aayega na bhidu,0
Come on,0
Mota bhai is love,0
kishore your family part of raw lol all agents are secret their and those whos name ares there are government and senior official send name of your family member Ill check online,0
kishore hahah what a joke,0
kishore haan vohi toh yrr bhakt se hi to khatra hai kuki bhakt to congree ke hota hai bjp ke to sanghis hota hai aur vo aacha hota hai,0
Tahir Hussain ka confession kidhar hai vro Also jin areas main alleged riots break out hue the wo toh BJP jeet gayi vro,0
deshmukh Because both communities suffered Muslims and Hindus died,0
joke maarna start to tune he kiya na,0
wah bc seats se judge kar raha hai to bhai congress kitne saal se thi power mein wo bhi bata deta na,1
ab Ni rhegi,0
wahi to bhai ye bjp k saath bhi ho sakta hia na,0
pr hoga Ni na,0
gand me filhal kisi k dum ni,1
public ki gaand mein to haiteri gaand ka pata nahi,1
pr public Teri tarah chutiya Ni hai,1
San jhut likha hai nothing true,0
Fake news,0
Shaheen bagh m riots nhi protest hua tha Violence jamia college k saamne hua tha jahaan bro sahi krlo post galat information h,0
Aurr police n khud kahaan h ki tahir hussain ka koi recorded statement nhi h toh khud kyu banarhe ho,0
Agr journalism krna hi h toh Amit Mishra ki speech k brre m bhi bolo which had equal responsibilities for the riots,0
All fake news Elections happened before the riots,0
ha bhai isliye to mujhe pata hai jaha jaha riots hue waha bjp wale jeete kaash logo ko bhi sachai pata hoti,0
Bengal me bhi hai tha har gyi thi per is bar bina riots k jeetegi aur burnol ki jaroort padegi,1
bhai dil jith liya so sad u r doing this,0
hinduparishad abay chutiyon sirf ladna hee jantay ho kya,1
sahi baat hai bro bilkul sahi baat kahi hai Pulwama modi ne hii karwaya hai desh main kg rdx pana mazak hai kya main Srinagar se aata hu tab itna checking hota hai highways pe ki ek goli bullet bhi nahi le ja saktay hai too ye kg kaisay pe aaye bhai har aadhay half km pe too army ka barrier laga hota hai to phir ye bhi pre planned hai pakka,1
Jai shreeram,0
Fake news pe fake news,0
Pure godi media,1
Fuck youuuuuuu,1
Its been a year this is not rage this is pure politics,0
Classic GODI,0
hahahahaha good misleading headline Nicely done,0
Peaceful communitiy hai kya ab minority danga aur murder bhi na kare bhatka hua navjawan according to rubbish kumar,1
coldsoul khud to truth samajh lo pehle Google pe search maaro ki riots pehle huye the ya voting,0
Ye jo rassi se latka hua hai na vo tumhara secularism hai,0
tahir hussain was hindu yup sickular spottee,0
Ab kya desh dara hua muscleman dange bhi nahi kar sakta So much of intolerance and fascism,1
mai to dar gaya pee pooooo,0
darana tha bhi nahi but yea just as you should,0
n Kyun ro rhe ho,0
I agree Kapil Mishra got fcked in that Wire interview Unka poora agenda expire kiya He will never rise up in BJP useless leader and should be in jail,0
Leftists protest RW bhakts say goli maro and create riots And btw im a Hindu BJP supporter but Kapil Mishra is a fcking criminal,1
bhakts are a threat to Hinduism,1
Mosque wale clip ke sath week pehle jo hanuman manndir todhe the kripiya wo dikhaiye,1
islam is the religion of peace because the person woh is targeted by its believers are now resting in peace,1
bhai wo khud expose ho gaya uss interview se,0
wah kya comparison kiya hai ek digital news media aur zakir niak Logic x,0
Welcome to London,0
wire vala cut paste dekh Liya k,0
Peace,0
Haan bhai preplanned tha okay isse kehte hai jahiliyat hawa me baatain kerna or kuch nahi kuch pata hota nahi hai kuch bhi dal dete ho or bss good,1
Wese aj ki janta andhi nahi hai usse sab dikhai deta hai kon sahi hai kon galat aur aise kuch pages sirf religion ke bech me ladai kerwate hai hate spread kertey hai or kuch nahi please aise pages or posts ko nazar andaaz kere,0
Wow look the religion of peace,0
Fake,0
tera baap ek din gutter me hoga,1
Bulliwadi,0
nahi bhai mein bjp it cell wali harkat nahi karta poora interview dekhta hu,0
gud tb matlb samajh nii paye grow up,0
are bhai sarcasm nhi samjhte kya,0
Happy Delhi riots anniversary kanjarr,1
Kapil mishra banged wire today in an interview,0
The video jisme masjd k upper chede hai wo fake hai wo bihar ka hai ye Rana Ayub ne bhi tweet kiya baad me delete kiya tha wo fake tha esa kuch nahi hua tha plz check again,0
Ek din dharm duniya tabah kar dega,0
so U will keep fighting n killing So what do u want Exactly tell me,0
lol bro read ur comment again n then decide what to write,0
Petrol bomb rkhte h peaceful protest krte h Kitne cute log h,1
kapil mishra ki maa ka bhosda,1
Kyu Teri Maka bhosada Ni hai kya bhai,1
jhaantuuu h na tu Sach bataa,1
stop snorting your dried cowdung,1
ispe to tu boli nahi,0
AAP is a parasite,1
Ex aap leader Yeh bhi likho BJP ney kharida hai bsdiwaley ko aur ab yeh bulwari Agr aap ek baap k bachey ho toh ex likho uske naam k aagey,1
ma chd die bhaia jii,1
great to see bro,0
koi sense thi iss baat ki,0
Lavde ka protest hai,1
tere baap ka bhi nahi h Jab bhi comment karti h criticize hi kar rahi hoti h toh mat karna follow Jo page pasand h unko kar followcomment krke page ki reach me contribute kr rahi h tu khud,0
abe yhe dekhke samjhao mere hindu bhai bheno ke kitna bada khatra hai hamare seero pe,1
Jai Shree ram,0
OK ok ye post dheka lekin,0
Ankit Sharma or baki ko hindu ne maar diya Tahir Hussain and his gang hindu thi ohhh thnku btane ke liye converted person,1
Is ka hisab Kyun dega tera beta tahir husaain,1
teri kyu jal rahi hai tera bap hai,1
Is sale tahir hussain ko jail main dalo or kapil mishra ko bhi dono hi bsdale hain,1
Tatva AAP KO BADNAM karne main lag raha hai faltu main best cm arvind kejriwal,0
pakistan jana hai,0
chuslim khatre me hai,1
Oh behen k lode tere bhrosa karta hu false news mat share kr bsdk delhi election k baad delhi riots hua tha,1
tu toh bully hogaaya,1
behen jab tumko yeh page pasand hi nhi h toh follow kyun krti ho,0
Me ex Muslim hu,0
cr Bhagwan phir bhi tuj me dum nahi ke asli ID se comment kare Jaise tere bhagwaan fake waise tera profile bhi fake,1
fake id get lost jab apni shakal dikhne ki aur asli nam se mssge karni aukaat ajae tab yah akar apni gaand maraiyo,1
in india cow is mummy in gulf cow is yummy fake hindu,1
kutte moote hain ram ganesh or whatervr gods ki murti pe asli me tere bhagwaan pe muh pe,1
baki tuje jahan jahan mootna hai moot le tere ghar me wo jagha bhi nae hai iske leye bhi tuje dargah he caheye,1
Im a Hindu pr fir bhi good going,0
ha ok Sab log toilet jaake mut rh h or tumne sabk saamne mut k aaya Chiiiii,1
teri ma bhi,1
jalaane sey kaagaz jalthe uske waakhya nahi murkh insaan teri barbadi honewaali hain i can see thatstill good luck for hereafter,1
mujhe pata hain teri kithni gaand jalrahi hain mere bathein sunke tujh jaise gandi naali k keede har jageh hagthe dekha hu aur wo khatham b kaise hue pata hainsuvvar tho keechad main pair pehlake baidtha hain lekin tu usse b badkar hain khudke dharm ko follow nahi kartha dusro k dharm ka mazak udakar b tu najaiz he rahega gande keede kisee kaam k nahi waise he tu b usee tarah hain,1
tu jo b bola mujhe pata hain kiya nahi jis din tu wo harkathe karega samajha teri zindagi ka kyaa haal hone waala hainhistory padi hain tujh jaise logo kitu b rahega usme ab good luck madar,1
hum chaddi waalo ko dande leke marthe they school main aur aaj bhi,1
tu jithna bakega uthni jaldi teri mouth nazdeek aayegi kiseeke dharm ko bura bolnese pehle khudka dharm kya sikhatha hain dekh laude,0
baar baar gay karne waale laudesotha hain kya unke saath har raathkohijde bhi dusro k dharm ko respect karthe hainlekin tu saale tere maabaap bhi sharmse marthe honge kis gande naali ko paida kiya sochkeapne maa ko math bath waena gharke bahar kardegi tujhe,1
mulla karke bakna chod khudke pandits ne tujh jaise haraamiyo ko kya kehthe hain bolenge agar tujhe dekhenge tho ganga main dubki lagaake saaf paak hoke aanekopaapiyo ko mandir main bhi aane nahi denge tujh jaiso ko,1
abe chutiye khuda ki koi khabar ya murthi nahi hain gandu bina lkg k iseeliye taang nahi daalthe har jagehja apni gand marah,1
Jo France Mein Ho Raha Hai Vahi Tum India mein bhi Karoge mujhe pata hai,0
in west bengal,0
bhakt spotted,1
you idiot Rape rape hi hota hai chahe hindu kre chahe muslim dange dange hi hote chahe hindu kre ya muslim Tum jaise andhe bhakto ki vajah se desh piche hai Tum jaise padhe likhe gavaro ki vjh se desh ki democracy khatre me hai Hr bat pr hindu muslim krna shuru kr dete ho insan ko insan k tarah dekhona hr mujrim ki jaat dharm nikalna jruri nhi hai Gunahgar gunahgar hi hota hai And last think I am not at all interested to talk with guy like you who dont want to understand any think,1
same here not interested in now to duffer like uh,0
thank you so much its appreciated,0
Iski mittti mei shamil hai khoon hamara Kisi k Baap ka hundustan THODI hai,1
haa woh mitti tumhare jinnah ne le li waha chale jao,1
nd ya brother hmare nabi ne acho k sath acha aur buro k sath bhi ache behave krne ko bola hai I proudly say hm unke hi btae hue raste pe chlenge Inshallah,0
mittal i didnt get wat u saidbt tanqs fr xplaining ya,0
